caso_id,caso,departamento,tipo,n_meses,n_apariciones,es_socioambiental,menciona_mineria
852,"Durante el año 2004, el Presidente del Frente de Defensa solicitó al Alcalde información sobre su gestión, obteniendo para cada solicitud una respuesta negativa; del mismo modo, la",Huánuco,,18,18,0,0
853,"El 8 de setiembre los regidores de la MD Amarilis y el Fiscal de Prevención del Delito cerraron el Municipio del Centro Poblado de Llicua sosteniendo que el Alcalde del CP había realizado un manejo irregular de los fondos del municipio y la negativa de la población de formar parte de la jurisdicción administrativa de la MD de Amarilis, produciéndose un enfrentamiento entre los seguidores del Alcalde y la población. El día 13 la población de Llicua realizó una movilización frente a la MuP de Huanuco exigiendo la modificación del acuerdo que hace responsable de la administración del Municipio del Centro Poblado de Llicua a la MD de Amarilis. Luego de una reunión entre la población de Llicua y MP, el acuerdo tomado fue que el municipiod e Llicua sería administrado temporalmente por una Comisión de pobladores elegidos en asamblea general",Huánuco,,2,2,0,0
2665,"Provincia de Huaraz El año 2003, la Minera Barrik Misquichilca S.A. interpuso recurso de apelación ante el Tribunal Fiscal contra las Resoluciones de Intendencia Nº 0150140000157, emitidas por SUNAT, que declara fundada en parte el reclamo contra las Resoluciones de Determinación Nº 012-03-0002334, 012-03-0002335 y 012-02-0007442, y las Resoluciones de Intendencia Nº 012-4-10574/SUNAT y 012-4-10576/SUNAT sobre el pago de impuesto a la renta. El 21 de setiembre de 2004, mediante Resolución Nº 07112-1-2004, el Tribunal Fiscal declaró fundado en parte el recurso de apelación interpuesto por la Minera Barrick S.A, resolución que no fue apelada por la SUNAT por no contar con autorización del MEF (aparentemente no se cumplía con ninguno de los supuestos señalados en la norma para acudir a la vía contencioso administrativa). El Alcalde Provincial de Huaraz y representantes de algunas organizaciones sociales, oEl Comité Regional de Lucha 7 de marzo, expresaron su disconformidad con este fallo, criticaron la no autorización del MEF y la opinión a favor de la minera del Defensor del Contribuyente y del Usuario Aduanero del MEF. Ante ello, conformaron por ello un Comité de Lucha Regional presidido por el Alcalde Provincial, que ha convocado un paro provincial para el 7 de marzo (amenazan con tomar las instalaciones de la mina Pierina), con la siguiente plataforma de lucha: crear un Fondo con los US$ 290 millones dejados de pagar a la SUNAT que sirva de contrapartida para obras de impacto ambiental; realizar una auditoria ambiental externa de tercer nivel a ambas compañías mineras, con participación del Colegio de Ingenieros y UNASAM; sanción a funcionarios de SUNAT, Tribunal Fiscal, Ministro de Economía y congresistas de Ancash; e inversión en la región del 50% de utilidades de la compañía Antamina. El 22 de febrero, en reunión convocada por el Prefecto, representantes de entidades públicas (MD, GR, DP), minera Antamina y sociedad civil acordaron conformar una Comisión de Acercamiento a las partes en conflicto, la cual quedó integrada por la DP, la Prefectura y CODISPAS (posteriormente se incorporó un representante del GR).",Áncash,,4,4,0,1
78,"En julio de 2004, con presencia de la DP y PETT, las CC Lliupapuquio y Ancatira acordaron que, en un plazo de ocho meses, 35 comuneros de Ancatira que poseían parcelas en la CC Lliupapuquio (sector Huaribamba), dejarían sus terrenos. Estos campesinos eran cuestionados por no participar en las faenas comunales ni realizar los aportes exigidos por la asamblea de la CC Lliupapuquio",Apurímac,,18,18,0,0
759,"A fines de agosto de 2005, la población del CP Ayaccocha intentó apoderarse de la bocatoma de agua del CP Muquiccalto, produciendo un enfrentamiento ya que los pobladores de Muquiccalto utilizan esta agua para las actividades agrícolas y ganaderas. Actualmente la población ha entregado la bocatoma al usuario que construyó la toma de agua, habiendo pagado éste S/. 1,500 a la comunidad. Esta decisión, sin embargo, no ha satisfecho a todos los pobladores",Huancavelica,,18,18,0,0
2458,"El 30 de setiembre, pobladores de las CN de Atalaya tomaron las vías de acceso fluvial, impidiendo el paso en por los ríos Ucayali y Urubamba, en demanda del pago de regalías por el transporte del gas de Camisea que se realiza a través de dicha provincia. Una comisión de alto nivel, encabezada por el Viceministro de Economía, se reunió con los manifestantes y acordaron incorporar a Ucayali como beneficiaria del Fondo de Compensación Ambiental de Camisea (FOCAM). El 27 de octubre, las CN levantaron el paro fluvial y esperan la publicación del decreto de urgencia que oficialice el acuerdo",Ucayali,,2,2,0,1
335,"Distritos de Sivia y Llochegua, provincia de Huanta El 2 de julio, 32 efectivos militares ingresaron a la localidad de San Gerardo, con la intención de incautar armas de guerra. Durante esta incursión se produjo un enfrentamiento. La DP inició una investigación de los hechos. Los representantes de Paz y Desarrollo, Visión Mundial, PETT, Dirección Agraria y DP han conformado un Comité Permanente de atención a conflictos de tierras en el Valle de los ríos Apurímac y Ene. El 14 de julio, el ciudadano Alfredo Cavaría Sedano, al Comandante EP Germán Reyes Salazar (Base Militar Contrasubversiva Nº 42 de Pichari – La Convención) por el delito de homicidio calificado en contra de otros tres ciudadanos. El 21 de julio, la DP entrevistó a pobladores de Villa Mejorada; también ha programado una visita a la zona para intermediar en el conflicto. El Comandante Reyes ha formulado denuncia contra los ciudadanos Carlos Morales Vargas y Damasino Candotti, a quienes acusa por terrorismo. La DP ha solicitado al Fiscal Provincial Mixto de Ayna San Francisco información sobre el estado de los procesos seguidos, sin obtener respuesta aún",Ayacucho,,3,3,0,0
336,La DP informó al GR Ayacucho que la DRE es la instancia competente para la designación de Directores de UGEL. La Directora Regional de Educación solicitó a todos los Directores de UGEL que pongan sus cargos a disposición,Ayacucho,,17,17,0,0
460,"violentos. El 17 de mayo, en reunión del Frente de Defensa, se trató sobre la organización de las bases de la zona y se expresó preocupación por la permanencia de las mineras",Cajamarca,,1,1,0,1
337,"En agosto de 2005, la DP sostuvo reuniones con los regidores de la MuP en las que explicó los procedimientos legales de vacancia y suspensión de autoridades. El 8 de septiembre, el Alcalde fue suspendido en el cargo por 90 días por irregularidades en la gestión; el teniente alcalde asumió la conducción de la MuP. El día 23, luego de constatar que esta decisión había sido adoptada sin seguir los procedimientos establecidos en el reglamento municipal, la DP exhortó a los regidores a actuar conforme a dicho reglamento. El 6 de octubre, señalando que en la decisión del Concejo Municipal no se habían cumplido los requisitos de ley, el JNE denegó las credenciales a los regidores que debían reemplazar al alcalde. Los días 6 y 7, el FREDIL realizó un paro de 24 horas exigiendo, entre otras demandas, la destitución de los asesores jurídicos del alcalde. El día 8, el alcalde apeló ante el JNE contra el acuerdo de Concejo que declaró su suspensión. El 24 de noviembre, luego de un ingreso intempestivo del alcalde al local municipal, el Subprefecto convocó a diferentes autoridades para evaluar las acciones a ser tomadas. En esta reunión se le solicitó a la DP promover el diálogo entre las partes. El mismo día, luego de un enfrentamiento entre seguidores del alcalde y del teniente alcalde, la PNP detuvo a cuatro personas, las que fueron liberadas luego de cumplir con su instrucción. La Fiscalía Mixta de Puquio denunció al alcalde por el delito de secuestro y otros en agravio de la MuP",Ayacucho,,15,15,0,0
760,"En julio 2004, la EMAPA adquirió 4.70 hectáreas pertenecientes a la CC Huayllarajra con el propósito de construir una planta de tratamiento de aguas servidas. Esta venta, según los comuneros, fue realizada por los ex directivos de la CC sin consentimiento de la población. En agosto de 2004, la CC presentó una denuncia civil y penal",Huancavelica,,17,17,0,0
1919,"Ciudad de Cerro de Pasco, Provincia de",Pasco,,1,1,0,0
1920,"Desde 1999, las autoridades universitarias se encuentran en condición de encargados. Pugnas al interior de la universidad han impedido la elección de autoridades. En octubre de 2004, habiéndose frustrado una elección, un grupo de docentes y alumnos “eligieron” como rector a Ricardo Guardián Chávez. Al no ser reconocido por los docentes, obtuvo una sentencia favorable del PJ, tomando posesión del cargo en febrero de 2005. Al mes siguiente, el rector destituido apeló esta decisión y obtuvo un resultado favorable en vía judicial, con lo cual logró su restitución en el rectorado. En mayo, una comisión de la ANR constató diversas irregularidades en el proceso electoral",Pasco,,2,2,0,0
2166,"El 7 de noviembre, los pobladores del distrito solicitaron a la DP la revisión y seguimiento del proceso judicial contra el alcalde provincial, el regidor Néstor Arce, el proveedor Hipólito Chacón y el ex administrador Roberto Tapia por la presunta sobrevaloración en la compra de tres volquetes realizada en marzo de 2003. El día 14, la Sala penal de Puno varió el mandato de comparecencia restringida en favor de los inculpados por el de detención preventiva, provocando la reacción de sus partidarios. El día 15, el abogado del alcalde solicitó la intervención de la DP por haber sido impedido de interponer la demanda de hábeas corpus; el mismo día, el alcalde fue trasladado de la carceleta del PJ al penal de Juliaca. El día 23, representantes del FUDIY solicitaron la presencia de la DP en la quinta audiencia del juicio con el propósito de asegurar la imparcialidad del proceso",Puno,,14,14,0,0
1014,"Pangoa y Mazamari, provincia de Satipo Los pobladores de Pangoa se manifestaron en contra de la realización del Censo Nacional que realiza el INEI por considerar que el mapa censal utilizado mutilaba el territorio del distrito en unos 1800 metros cuadrados. Por esta razón, el 18 de julio de 2005, los pobladores de Pangoa iniciaron un paro indefinido y se enfrentaron a los pobladores de Mazamari. El día 19 continuaron los enfrentamientos, dejando 39 heridos de Mazamari, 49 de Pangoa y 10 de la PNP. Todos los heridos fueron atendidos en el Hospital de Pangoa y el Centro de Salud de Mazamari. El INEI decidió suspender la realización del censo en ambos distritos. El 4 de agosto, el GR Junín convocó a una mesa de diálogo en la que participaron la Alcaldesa de Satipo, los Alcaldes de Mazamari y Pangoa con sus respectivas delegaciones, y funcionarios del Instituto Nacional Geográfico, Dirección Nacional Técnica de Demarcación Territorial, INEI y la DP, sin llegar a acuerdo alguno. El día 11, el Jefe del INEI anunció que dos funcionarios de dicha entidad viajarían a Satipo para proponer a los Alcaldes que la zona de conflicto fuese censada por personal del distrito de Río Tambo y que los datos obtenidos quedasen en reserva hasta que se determinen definitivamente los límites de los distritos. Estos funcionarios se contactaron con los Alcaldes a partir del 19 de agosto, sin llegar a acuerdo alguno con las autoridades de Pangoa quienes insistieron en continuar con el censo empleando el mapa censal de 1993. El día 22, a petición de la MD Mazamari, el INEI reinició el censo en la zona urbana del distrito, no pudiendo ingresar a las zonas rurales porque la población de Pangoa había desplegado piquetes para impedir el ingreso de censadores a territorios que consideran suyos. Durante septiembre, el INEI suspendió indefinidamente los censos de población y de vivienda en Mazamari y Pangoa. La decisión se adoptó tras una larga sesión en la cual las autoridades de los dos distritos no se pusieron de acuerdo sobre las cuatro propuestas planteadas por el INEI para la reanudación del empadronamiento. El 11 de octubre, el INEI informó a la DP sobre las gestiones realizadas con la finalidad de superar el conflicto surgido entre ambos distritos y lograr el empadronamiento en el distrito de Pangoa, ninguna de las cuales logró el resultado previsto",Junín,,17,17,0,0
1493,"a las CN candoshi). Anunciaron que la retención duraría hasta que los candoshi entreguen a los autores del homicidio y del ataque con arma de fuego. El 24 de noviembre llegó a la localidad la Fiscal Adjunta Provincial de Alto Amazonas acompañada por cinco policías para investigar los hechos denunciados. Esa noche, la Fiscal explicó a la población ubicada en el frontis de la MD las investigaciones que iba a desarrollar el MiP, lo que calmó los ánimos de la",Loreto,,1,1,0,0
593,"Los días 22 de diciembre de 2004, 29 de agosto y 16 de septiembre de 2005 se produjeron fallas en el ducto que conduce el gas desde Camisea a la costa, en los puntos señalados como Kp 8+800, Malvinas, Kp 222+500 Pacobamba y Kp 200+700 Toccate, respectivamente",Cusco,,16,16,0,1
594,"La MD Capacmarca compró un volquete por un valor de US$ 75.000. La transacción se realizó mediante la ONG Plan Perú, cuyo representante (Feliciano Abarca) recibió el dinero y adquirió el vehículo que fue entregado en acto público. Posteriormente, la MD encargó a la misma persona adquirir un tractor (Plan Perú ofreció regalar adicionalmente una camioneta y computadoras para la MD y un centro educativo), dándole un adelanto de S/. 100.000 sin ninguna garantía. No se convocó a licitación pública para ninguna de estas operaciones, aunque para la segunda se formó una comisión de adquisición presidida por un abogado que no es trabajador de la MD y el proceso fue comunicado a CONSUCODE y CGR, y publicado en El Peruano. Posteriormente, el representante de Plan Perú recibió S/. 16.000 por gastos de traslado del tractor de Lima a Capacmarca. Transcurrido el plazo, Abarca informó que el tractor demoraría en llegar, por lo que entregó en señal de buena fe un tractor con el logo de Plan Perú y un operador, para lo cual se firmó un contrato de cesión en uso. Un mes después, personal de la MuP Quispicanchi llegó a Capacmarca a recuperar el tractor señalando que sólo lo habían alquilado al señor Abarca. Este visitó el distrito el 23 de octubre de 2005; luego de su informe, la población, liderada por dirigentes del Frente de Defensa intentó retenerlo. Ante esta situación, el señor Abarca ofreció devolver el dinero, para lo cual indicó que debía cobrar un adeudo en la MD Pomacanchi; lo acompañaron un regidor y un empleado municipal, los cuales fueron encerrados en la habitación de un hotel en Urubamba, lo que permitió la fuga del señor Abarca",Cusco,,16,16,0,0
595,"El 6 de diciembre, representantes del Frente de Defensa realizaron un paro de 48 horas rechazando la gestión del Alcalde. El mismo día, la PNP informó que los comuneros habían tomado la línea férrea, a la altura del km 88. El día 13, PerúRail S.A. suspendió el servicios de trenes hacia Machu Picchu. El día 14 se reunieron representantes de MINCETUR, OSITRAN, MTC, Prefectura; allí se informó que se había solicitado a Perú Rail que trabaje normalmente. El día 15, la empresa volvió a suspender el servicio de tren argumentando riesgos a la seguridad",Cusco,,20,20,0,0
761,"CC Santa Bárbara y Callquichico, provincia de",Huancavelica,,1,1,0,0
762,"El 14 de diciembre, los pobladores de la CC Callquichico se enfrentaron contra los pobladores de la CC Santa Bárbara, exigiendo la adhesión jurídica de esta comunidad y su respectiva distritalización",Huancavelica,,16,16,0,0
1494,"s de seguridad. El señor Shimbo permaneció allí hasta el 12 de junio. La PNP Adscrita a la CGR derivó el Atestado Nº 05-2004, con la investigación preliminar sobre la gestión del Alcalde, a la 4ª Fiscalía Provincial de Maynas, y ésta lo trasladó al Tercer Juzgado Penal de Maynas, el cual ordenó la detención del Alcalde. El 24 de junio, dicha autoridad fue internada en el penal de Iquitos junto con un regidor y un proveedor (el resto de regidores y dos funcionarios siguen prófugos). Como no puede sesionar el Concejo, el Alcalde encargó al Administrador Municipal la continuidad de los servicios públicos. La Junta Vecinal de Defensa de los Intereses del Putumayo solicitó la intervención de la DP ante el JNE para que éste tome conocimiento del caso y constituya una comisión que visite la zona. El PJ, mediante Resolución Nº 1, abrió instrucción y ordenó la detención del Alcalde y miembros del Concejo. Sin embargo, la Sala Penal de dicha Corte cambió la orden de detención por una de comparecencia restringida. Esto motivó, el 20 de agosto, un enfrentamiento en la localidad de El Estrecho entre unos 25 pobladores (promotores de la revocatoria) y la PNP, luego de que los primeros tomaran el local municipal durante dos horas. Tres personas resultaron heridas (el Gobernador y dos efectivos policiales; uno de ellos perdió el ojo izquierdo tras ser golpeado por una piedra). El 21 de agosto, un Fiscal Adjunto visitó la localidad y abrió una investigación de oficio. La MD fue cerrada por la población el 9 de septiembre; durante el hecho se produjo un enfrentamiento con la PNP dejando cuatro civiles heridos. El Concejo se reunió en el domicilio del Alcalde. El 19 de septiembre, la DP se reunió con los dos grupos en conflicto. En la reunión con los grupos de oposición, la DP se comprometió a realizar el respectivo seguimiento de los documentos presentados al PJ, MiP y CGR. Se les exhortó a deponer las medidas de fuerza para el normal desarrollo de las actividades y servicios municipales y que el Alcalde asumiese el cargo; sin embargo, este grupo decidió continuar con su medida hasta la llegada de una comisión de CGR Lima. Al Alcalde se le sugirió no realizar sesiones de Concejo u otra actividad municipal en lugar distinto al local municipal. El Alcalde no pudo ser revocado el 17 de octubre. Dos días después, los promotores de la revocatoria incendiaron el local partidario del Alcalde. La situación fue controlada por la PNP. Dos personas heridas fueron evacuadas a Iquitos. El 26 de octubre, una comisión integrada por MiP, Prefecto, PNP y DP llegaron a la zona; en esta visita, el Presidente de la Junta Vecinal entregó documentación sobre la gestión edil. La población espera la revisión de la misma por parte de la CGR Iquitos. El 8 de marzo de 2005, la DP solicitó información a la Corte Superior de Justicia de Loreto respecto a los procesos en trámite que se siguen en contra del alcalde de la MD de Putumayo, regidores y funcionarios involucrados. Los expedientes de los procesos seguidos contra el Alcalde han sido remitidos a la Sala Penal. En octubre, los expedientes seguidos contra el alcalde por delito de malversación y peculado se encontraban en juicio oral; y el proceso contra Harold Nilson Tamani Garces, por tenencia ilegal de armas, se devolvió el 4 de febrero del 2005 al Tercer juzgado penal de Maynas. El 16 de diciembre en la Sala penal de la Corte Superior de Justicia de Loreto se inició al juicio oral contra el alcalde por el delito de peculado en agravio de la MD",Loreto,,1,1,0,0
338,"El 6 de junio, el Juez Mixto de Cangallo dispuso la captura del Alcalde por delito genérico contra la administración pública, abuso de autoridad, incumplimiento de deberes de función, peculado y malversación de fondos en agravio de la MuP Cangallo. El Alcalde pidió 30 días de licencia. Sin embargo, el 4 de julio se fue a Pampacangallo (Los Morochucos) e instaló allí la MD. El mismo día, el Fiscal de turno le solicitó que regresase a Cangallo, propuesta ante la cual se negó aduciendo que su vida se encontraba en peligro. El 5 de julio, acompañado de un séquito regresa a Cangallo y a la fuerza tomó el local municipal enfrentándose a los pobladores del distrito. La PNP detuvo a 30 personas, 21 de las cuales fueron posteriormente conducidas al penal de Ayacucho. El Fiscal investiga a estas personas por alteración de la tranquilidad pública, daño agravado, tenencia ilegal de armas, peculado e intento de homicidio. La población espera la decisión del PJ. El día 26, el JNE acreditó a Daniel Tenorio de la Cruz como Alcalde provisional y a María Pérez Prado como regidora provisional de la MP. El día 6 de octubre, el Concejo Provincial de dicha provincia declaró por unanimidad la vacancia del cargo de alcalde al sr Oscar Tineo de la Cruz, por la causal de sentencia judicial emitida en última instancia por delito doloso. El día 10, la Sala Penal de la Corte Superior de Huamanga dispuso la variación de la orden de detención del Alcalde por una de comparecencia restringida. En protesta, el 14 de octubre, el Frente de Defensa realizó un paro de 24 horas; hubo bloqueo de carreteras y cierre temporal de los establecimientos comerciales. El Alcalde reasumió sus funciones en la MuP. El 11 de noviembre, la CGR autorizó iniciar acciones legales luego de encontrar indicios razonables de corrupción (se habría simulado un proceso de selección para favorecer a un postor predeterminado). El día 12, el JNE dejó sin efecto las credenciales otorgadas a Daniel Tenorio de la Cruz y a María Pérez Prado. El día 24 de diciembre, el JNE acreditó al señor Daniel Tenorio de la Cruz y María Marlene Pérez Prado como alcalde y regidora, respectivamente, de la MP",Ayacucho,,1,1,0,0
1291,"Desde hace 20 años, la Asociación de Campistas de Chepeconde acampa en dicha playa. La Empresa HV se encuentra construyendo casas de playa en esa localidad",Lima,,15,15,0,0
1921,"El 23 de enero de 2006, 98 alumnos de la Escuela de Formación Profesional de Agronomía de la UNDAC presentaron una denuncia contra el director de la Escuela de Agronomía de la UNDAC por la supuesta falta de transparencia en el manejo de los recursos de dicha unidad. También lo acusaron por no dar a conocer el plan operativo y presupuesto institucional de la escuela, y de indebida cobranza por documentos académicos. Por otro lado, se denunció el incumplimiento del reglamento para la designación de director. Dichas elecciones fueron declaradas desiertas. Sin embargo, dicho funcionario sigue ejerciendo el cargo. El 24 de enero, los alumnos tomaron las instalaciones de la escuela exigiendo un pronto reemplazo del actual director. Luego de la toma se reunieron con el Rector y acordaron que esto se decidiría en la reunión del Consejo de Facultad. Al 31 de enero se han llevado a cabo dos sesiones de Consejo de Facultad sin ningún resultado. Según los medios, los alumnos que han tomado el local se han declarado en huelga de hambre hasta que se solucione la designación del director",Pasco,,2,2,0,0
2167,"El 19 de mayo de 2005, pobladores del distrito dirigidos por los presidentes del Comité de Fiscalización y Lucha, tomaron el local municipal. Ante la intervención del MiP se suspendió dicha medida a fin de que dicha institución realice las investigaciones necesarias sobre la gestión del Alcalde, a partir de las denuncias de la población",Puno,,13,13,0,0
339,"El Alcalde Román de la Cruz Rojas es cuestionado porque habría desarrollado obras sólo en su anexo de origen (Porta Cruz), despertando, a partir de marzo del año 2004, descontento en otros anexos y, principalmente, en la capital del distrito. Tal autoridad fue amenazada con comunicados, pintas, cadenas a las puertas del local municipal y objetos de brujería. La DP coordinó con el Alcalde y el Frente de Defensa la realización de un evento de capacitación en gestión municipal y participación ciudadana, que se realizó el 14 de junio. El taller no ayudó a mermar las posiciones de ambos grupos, especialmente por la resistencia del gobierno edil. El descontento de un sector de la población, fundamentalmente del área rural, persiste. El Ministerio de Educación aprobó la construcción de aulas en la Escuela de Carapo. Los pobladores han pedido al Ministerio que se efectúe dicha obra según lo aprobado, y no en el CP Porta Cruz. También han pedido la intervención de la DP para solucionar sus diferencias con el Alcalde. La DP gestionará una reunión con el GR. Ultimos acontecimientos. No hay información adicional",Ayacucho,,13,13,0,0
461,"a las actividades de la empresa minera. El 21 de abril, representantes de la población, empresa, Prefectura, DP, Direcciones Regionales de Agricultura y Energía y Minas, entre otros, coincidieron en la necesidad de una solución dialogada al problema de adquisición de tierras por parte de la minera. Acordaron una nueva reunión entre representantes de la MD, comunidad y empresa minera para el 5 de mayo en el local de la DP. Además, las partes solicitaron al MEM la remediación de pasivos ambientales en la zona de Sinchao, en coordinación con la MD y la sociedad civil. Asimismo, en el cierre técnico de trincheras, plataformas y accesos en territorio de Chugur, Tantahuatay y Ciénega, la empresa dará preferencia a mano de obra de Chugur, cuyos trabajadores serán seleccionados en coordinación con el Alcalde y dirigentes de la comunidad. La población de Chugur aceptó que el MEM realizase un taller informativo en la localidad, el cual se programó para los días 3 y 4 de junio. Finalmente, acordaron reunirse nuevamente el 4 de julio en Cajamarca. El 5 de mayo se reunieron los representantes del distrito de Chugur y de la minera Coymolache. No llegaron a ningún acuerdo respecto a la problemática originada por la adquisición de tierras por parte de la minera. Sin embargo, la empresa se comprometió a constituir un fondo a favor de la comunidad para el financiamiento de actividades de desarrollo social, adicionalmente a lo ofrecido el 18 de febrero. El 20 de junio, representantes de Chugur manifestaron su negativa a la ejecución del proyecto de desarrollo que la empresa se comprometió a realizar para el mejoramiento de la agricultura y ganadería, mientras no se resuelvan los conflictos sobre adquisición de tierras. Además, solicitaron a la empresa que devuelva los terrenos, y que desarrolle un estudio y monitoreo de la zona a cargo de una consultora internacional. Por su parte, los representantes de la empresa exhortaron a los dirigentes de Chugur cumplir con los acuerdos referidos al cierre de trincheras y reposición de la geomembrana. El 21 de julio, el Frente de Defensa de Ecología y Medio Ambiente de Catilluc, 600 pobladores del centro Poblado de Quilcate, Catilluc, Tongod, Yauyucán, Pulán, entre otros, realizaron una marcha al campamento de la compañía minera para protestar contra las actividades de exploración que ésta realiza. El 25 de agosto, el MEM realizó un taller informativo en Chugur. El 8 de septiembre, representantes del distrito y funcionarios de la compañía minera solicitaron al MEM prorrogar por 30 días las negociaciones. El día 19, los pobladores solicitaron conformar una comisión para revisar el expediente técnico del Plan de Restauración de las áreas afectadas por las actividades de exploración del Proyecto Tantahuatay. El mismo día, un funcionario de la Dirección General de Minería informó a la DP que habían solicitado a la compañía minera el cumplimiento de las recomendaciones registradas en el Informe N° 634-2005-MEM-DGM, en el que se fija el 19 de septiembre como fecha límite para iniciar las actividades de remediación ambiental y el cierre de trincheras en el área de Ciénega y Tantahuatay. El día 26, la Dirección General de Minería refirió a la OD que la compañía Coymolache solicitó una prórroga de 30 días para el inicio del cierre de las trincheras, siendo el 19 de octubre la nueva fecha para el inicio de estas operaciones. Los días 7 y 12 de octubre, la compañía Coymolache realizó un taller informativo sobre el plan de restauración de las áreas afectadas por las actividades de exploración en los distritos de Chugur y Ninabamba. El día 18, representantes del distrito de Chugur, MEM y compañía minera acordaron ampliar el plazo y la fecha final para recibir los expedientes de empresas especializadas en trabajos de restauración. Entre otros acuerdos destaca la conformación de una comisión fiscalizadora de los trabajos de restauración de las trincheras, accesos y plataformas integrada por la MD y dirigentes de la comunidad. El 19 de noviembre, representantes del distrito de Bambamarca, Dirección Regional de Energía y Minas, Ministerio de Agricultura, compañía minera y DP acordaron reunirse el 15 de diciembre con autoridades del distrito de Chugur para seleccionar a la empresa encargada del cierre técnico de trincheras y del problema de las tierras, sin embargo el 15 de diciembre el Alcalde Distrital suspendió la reunión programada. Últimos acontecimientos. No hay información adicional",Cajamarca,,12,12,0,1
2168,"El paro fue levantado, aunque la amenaza de que la medida de fuerza continúe; continúa en tanto no se cumplan los compromisos. El 8 de junio, mediante Resolución Suprema Nº 024-2005-AG, el Ministerio de Agricultura instaló una Comisión Especial encargada de evaluar la problemática de los pobladores de la Reserva Nacional del Titicaca, conformada por representantes de Uros, Ramis, Capachica, Comité de Conservación de la Reservación Nacional del Titicaca, GR y Colegio de Abogados. Se trataron los siguientes puntos: derogatoria del DS Nº 185-78 que crea la Reserva Nacional del Titicaca; exoneración de cobros por extracción de totorales de Ramis y Puno; titulación de zonas totorales de Ramis y Puno; desactivación de la Oficina de la Reserva Nacional del Titicaca; la intervención de la CGR en la Dirección Regional Agraria Puno, INRENA y Reserva Nacional del Titicaca, entre otros. La reunión programada para el 3 de agosto no se llevó a cabo. El día 11 se reunieron los dirigentes de los Uros con las autoridades del Ministerio de Agricultura, acordando pedir plazo ampliatorio de 90 días para las negociaciones y trabajar (se diseñó un cronograma hasta el 15 de noviembre), aunque no hubo acuerdo sobre el número de representantes por cada grupo. El día 16, los Comités de Conservación de los Recursos Naturales del Titicaca acreditaron a sus representantes para trabajar en la primera Comisión. El día 22, los pobladores de Ramis–Huancané acreditaron a sus representantes, lo que no hicieron los representantes de Uros y Chimú. El 15 de septiembre se reunieron representantes de MINAG, INRENA, CONAM, PETT, Colegio de Abogados de Puno, CP Ramis– Huancané y la DP. Aunque no asistieron representantes de los uros (consideran que el MINAG trabaja de manera parcializada) se trataron los siguientes temas: 1) derogatoria de los DS Nº 185-78-AA y Nº 010-2003-AG, en la cual ambos grupos (Comités de Conservación y Ramis-Huancané) estuvieron de acuerdo en exonerar del cobro por la extracción de totora; 2) la titulación en zonas de totorales es improcedente pues el lago Titicaca es patrimonio del Estado; 3) acuerdo sobre el reconocimiento de títulos ancestrales; 4) los temas de desactivación de la Oficina de la Reserva Nacional del Titicaca y derogatoria de la Ley Nº 10842 se postergaron para la siguiente reunión debido a que necesitaba la opinión de asesores jurídicos que permita tomar decisiones sobre esos puntos.",Puno,,12,12,0,0
2315,"El 6 de junio de 2004, la población, reunida en asamblea general, acordó cerrar el local de la Municipalidad del CP para impedir el ingreso del Alcalde Néstor Tuanama Putupaña y resguardar los bienes de la entidad. El 7 de junio, el Juez de Paz y el Teniente Gobernador invitaron al Alcalde a informar de su gestión. Como dicha autoridad no acudió, se abrió el local municipal para realizar un inventario de los bienes y se designó por aclamación como nuevo Alcalde de CP al Teniente Alcalde. Al Alcalde se le acusa de haber vendido 180 calaminas del techo del Centro Educativo Inicial Nº 123, y de haber suscrito un contrato por 11,000 nuevos soles para la explotación de recursos maderables de un área de protección municipal, decisión adoptada sin consultar a la población. También se menciona que no informó sobre el destino que se dio a los recursos obtenidos con ambas operaciones. No existen procesos judiciales contra el Alcalde cuestionado. El 8 de junio, efectivos de la PNP que llegaron a la localidad solicitaron que las llaves del local municipal fueran entregadas al Alcalde destituido, sin lograr su propósito. El 14 de junio, la población evaluó las medidas a desarrollar para lograr que el Alcalde renunciase al cargo, previo informe sobre su gestión. El local de la Municipalidad del CP abrió nuevamente al público. El Alcalde destituido denunció al Teniente Alcalde y a 10 personas más por el delito de usurpación de funciones ante el MiP de Picota. El 3 de julio, INRENA realizó una visita de inspección al lugar donde se produjo la tala de árboles. Se levantó un acta de compromiso entre INRENA y la población para que los 26 árboles talados que aún permanecen en el lugar sean utilizados en beneficio de la población. El 5 de julio se realizó una sesión de Concejo para determinar el mecanismo de vacancia aplicable al Alcalde destituido. La OD San Martín mantiene comunicación telefónica con los pobladores de la localidad. La población está desarrollando sus actividades con normalidad y el Teniente Alcalde sigue ejerciendo sus funciones de Alcalde encargado. Últimos acontecimientos. No hay información adicional",San Martín,,13,13,0,0
