Grupo,CasoResumidoChatGPT,EsMinera,EsIlegal,EsInformal,Pueblos,Minas,Compañía minera,Completo,PrimeraFecha_min,UltimaFecha_max,GrupoID,Departamento,Tipo_estandarizado,Caso,Actores,Actores primarios,Actores secundarios,Actores terciarios,caso_id,n_meses,n_filas_panel,numero_reporte_min,numero_reporte_max,es_socioambiental,menciona_mineria,ubicacion,fuente_resumen,caso_estandarizado
Caso_1209,"Trabajadores de la minera de Shougang Hierro Peru S.A. reclaman aumento de salarios y concesión de casas. Los trabajadores demandan un aumento de 2.90 soles diarios a partir del mes de julio de 2004 y una concesión de 60 casas, mientras que la empresa les ofrece 2.60 soles y una concesión de 20 casas.",Sí,No,No,,['Shougang'],['Shougang'],0,2005-01-31,2005-01-31,Caso_1209,HUÁNUCO,,"Trabajadores de la minera de Shougang Hierro Peru S.A. reclaman aumento de salarios y concesión de casas. Los trabajadores demandan un aumento de 2.90 soles diarios a partir del mes de julio de 2004 y una concesión de 60 casas, mientras que la empresa les ofrece 2.60 soles y una concesión de 20 casas. Los trabajadores iniciaron una huelga el 1 de julio. Se colocaron en el km 2 de la carretera de penetración a Marcona impidiendo sólo el tránsito de vehículos y trabajadores de la minera. Las protestas cuentan con el apoyo mayoritario de la población. La DP recomendó a la PNP que su intervención no vulnere la integridad física de los manifestantes; asimismo, ha sugerido que se agoten las vías de dialogo. Se realizaron reuniones entre el Viceministro de Trabajo, la minera y los trabajadores, s",,,,,1209,1,1,11,11,0,1,,extractivo_caso (no ChatGPT),trabajadores minera shougang hierro peru s reclaman aumento salarios concesion casas trabajadores demandan aumento 2 90 soles diarios partir mes julio 2004 concesion 60 casas mientras empresa les ofrece 2 60 soles concesion 20 casas trabajadores iniciaron huelga 1 julio colocaron km 2 carretera penetracion marcona impidiendo solo transito vehiculos trabajadores minera protestas cuentan apoyo mayoritario poblacion dp recomendo pnp su intervencion no vulnere integridad fisica manifestantes asimismo ha sugerido agoten vias dialogo realizaron reuniones entre viceministro trabajo minera trabajadores s
Caso_1268,Los trabajadores mineros de Shougang Hierro Perú S.A.A. reclaman se atienda su pliego de reclamos 2009-2010,Sí,No,No,"distrito de Marcona, provincia de Nazca",['Shougang'],['Shougang'],1,2010-01-31,2010-04-30,Caso_1268,HUÁNUCO,LABORAL,Los trabajadores mineros de Shougang Hierro Perú S.A.A. reclaman se atienda su pliego de reclamos 2009-2010,,Sindicato Sindicato de Obreros Mineros de Shougang; Shougang Hierro Perú S.A.A,Fondo de Reconstrucción del Sur. Municipalidad Distrital de San Juan Bautista,"Dirección Regional de Trabajo de Ica; Ministerio de Trabajo. de ICA, La Junta de Usuarios del Cauce de la Achirana y la Asociación de Agricultores de ICA, Municipalidad Distrital de la Tingüiña, Viceministerio de Saneamiento, Comité pro-reconstrucción de los caseríos de la zona norte de La Tingüiña",1268,2,2,71,74,0,1,"distrito de Marcona, provincia de Nazca",extractivo_caso (no ChatGPT),trabajadores mineros shougang hierro peru s reclaman atienda su pliego reclamos 2009 2010
Caso_1270,REACTIVADO,Sí,No,No,"distrito de Marcona, provincia de Nasca",['Shougang'],['Shougang'],1,2010-03-31,2010-03-31,Caso_1270,HUÁNUCO,LABORAL,REACTIVADO,,Sindicato Sindicato de Obreros Mineros de Shougang; Shougang Hierro Perú S.A.A,,Dirección Regional de Trabajo de Ica; Ministerio de Trabajo,1270,1,1,73,73,0,1,"distrito de Marcona, provincia de Nasca",extractivo_caso (no ChatGPT),reactivado
Caso_1263,La municipalidad distrital y organizaciones de Morococha solicitan diálogo para establecer las condiciones en las que se realizaría el traslado de la ciudad para poder llevar a cabo el proyecto minero Toromocho,Sí,No,No,"Distrito de Morococha, provincia de Yauli",['Toromocho'],['Chinalco'],1,2009-11-30,2009-11-30,Caso_1263,HUÁNUCO,SOCIOAMBIENTAL,La municipalidad distrital y organizaciones de Morococha solicitan diálogo para establecer las condiciones en las que se realizaría el traslado de la ciudad para poder llevar a cabo el proyecto minero Toromocho,,"Municipalidad Distrital de Morococha, empresa minera Perú Copper, Asociación de propietarios de bienes inmuebles de la zona urbana de Morococha y Bloque Parlamentario Junín: congresista Martha Acosta Zárate (GPN), Ricardo Pando Córdova (GPF) y Gloria Ramos Prudencio (UPP); Empresa Minera Chinalco Perú SA",,,1263,1,1,69,69,1,1,"Distrito de Morococha, provincia de Yauli",extractivo_caso (no ChatGPT),municipalidad distrital organizaciones morococha solicitan dialogo para establecer condiciones realizaria traslado ciudad para poder llevar cabo proyecto minero toromocho
Caso_1351,"Los moradores del distrito de Coishco están siendo afectados con los residuos sólidos que arroja la Municipalidad Provincial del Santa en la entrada de su distrito desde hace varios años, pese a existir una sentencia judicial que lo prohíbe.",Sí,No,No,"Caserío San Antonio de Juprog, distrito de San Marcos, provincia de Huari",['Antamina'],['Antamina'],1,2013-02-28,2013-07-31,Caso_1351,ICA,SOCIOAMBIENTAL,"Los moradores del distrito de Coishco están siendo afectados con los residuos sólidos que arroja la Municipalidad Provincial del Santa en la entrada de su distrito desde hace varios años, pese a existir una sentencia judicial que lo prohíbe. Esta situación estaría afectando el ambiente y la salud de los pobladores; por lo que piden el cambio de la ubicación del botadero municipal","es competentes para que determinen las responsabilidades por el derrame de hidrocarburos en un afluente de la Laguna Huachucocha el 03 de mayo de 2012, en el Km 91+400 en la carretera de penetración Conococha – Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de compañía minera Antamina S.A.)","Municipalidad Provincial del Santa (MPS), Municipalidad Distrital de Coishco, pobladores del distrito de Coishco, Frente de Defensa del Medio Ambiente de Coishco","Dirección General de Asuntos Ambientales Mineros (DGAAM), Centro Nacional de Salud Ocupacional y Protección del Ambiente para la Salud (CENSOPAS), Dirección Regional de Salud","Gerencia de Recursos Naturales y Gestión del Medio Ambiente del Gobierno Regional de Áncash, Defensoría del Pueblo, Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS)",1351,3,3,108,113,1,1,"Caserío San Antonio de Juprog, distrito de San Marcos, provincia de Huari",extractivo_caso (no ChatGPT),moradores distrito coishco estan siendo afectados residuos solidos arroja municipalidad provincial santa entrada su distrito desde hace varios anos pese existir sentencia judicial lo prohibe esta situacion estaria afectando ambiente salud pobladores lo piden cambio ubicacion botadero municipal
Caso_1416,"El 01 de julio se llevó a cabo una reunión entre los representantes de Antamina y pobladores de Ayash Huaripampa, sobre la evaluación de seguridad geotécnica de la presa de relaves.",Sí,No,No,,['Antamina'],['Antamina'],1,2013-07-31,2013-07-31,Caso_1416,ICA,SOCIOAMBIENTAL,"El 01 de julio se llevó a cabo una reunión entre los representantes de Antamina y pobladores de Ayash Huaripampa, sobre la evaluación de seguridad geotécnica de la presa de relaves. Sin embargo, ante la inasistencia de personal de OSINERGMIN se ha acordado comunicar a PCM y pedir reprogramación de fecha",,,,,1416,1,1,113,113,1,1,,extractivo_caso (no ChatGPT),01 julio llevo cabo reunion entre representantes antamina pobladores ayash huaripampa sobre evaluacion seguridad geotecnica presa relaves sin embargo ante inasistencia personal osinergmin ha acordado comunicar pcm pedir reprogramacion fecha
Caso_1359,"Demanda de la población para ampliar los aportes de la empresa minera Xtrata Tintaya al desarrollo provincial de Espinar, y cerrar o reubicar la presa de relaves de Huanipampa. Además expresan su preocupación por consecuencias ambientales que podría ocasionar el proyecto minero de Antapacay, Expansión Tintaya",Sí,No,No,Provincia de Espinar,['Antapaccay'],['Antapaccay'],1,2011-11-30,2011-12-31,Caso_1359,ICA,SOCIOAMBIENTAL,"Demanda de la población para ampliar los aportes de la empresa minera Xtrata Tintaya al desarrollo provincial de Espinar, y cerrar o reubicar la presa de relaves de Huanipampa. Además expresan su preocupación por consecuencias ambientales que podría ocasionar el proyecto minero de Antapacay, Expansión Tintaya",,"Federación Unificada de Campesinos de Espinar (FUCAE), Frente de Defensa de los Intereses de Espinar (FUDIE), comunidad campesina de Suero y Cama, comunidad campesina de Tintaya Marquiri, empresa Xstrata Tintaya","Municipalidad Provincial de Espinar, Dirección de Asuntos Ambientales Mineros del Ministerio de Energía y Minas",,1359,2,2,93,94,1,1,Provincia de Espinar,extractivo_caso (no ChatGPT),demanda poblacion para ampliar aportes empresa minera xtrata tintaya desarrollo provincial espinar cerrar o reubicar presa relaves huanipampa ademas expresan su preocupacion consecuencias ambientales podria ocasionar proyecto minero antapacay expansion tintaya
Caso_1377,Pobladores de la Provincia de Espinar demandan a la empresa minera Glencore - Xstrata (Proyecto Tintaya – Antapacay) ampliar los aportes al desarrollo socioeconómico; cerrar o reubicar la presa de relaves de Huinipampa; y asumir compromisos ambientales ante posibles impactos susceptibles de generarse como consecuencia de sus actividades en la zona,Sí,No,No,Provincia de Espinar,['Antapaccay'],"['Antapaccay', 'Glencore']",1,2012-03-31,2014-12-31,Caso_1377,ICA,SOCIOAMBIENTAL,Pobladores de la Provincia de Espinar demandan a la empresa minera Glencore - Xstrata (Proyecto Tintaya – Antapacay) ampliar los aportes al desarrollo socioeconómico; cerrar o reubicar la presa de relaves de Huinipampa; y asumir compromisos ambientales ante posibles impactos susceptibles de generarse como consecuencia de sus actividades en la zona,,"Federación Unificada de Campesinos de Espinar (FUCAE), Frente de Defensa de los Intereses de Espinar (FUDIE), comunidad campesina de Suero y Cama, comunidad empresa, municipalidad provincial, organizaciones sociales, donde se acordó, entre otros puntos, la presentación de una contrapropuesta de Xstrata Tintaya para el 11 de diciembre, frente a la propuesta de nuevo convenio marco presentada por la municipalidad y la sociedad civil. En declaración a la prensa nacional el alcalde de Espinar informó que sostuvo una reunión con funcionarios del MINAM sobre el cumplimiento de acuerdos y no descartó iniciar una marcha hacia Lima","Ministerio de Energía y Minas (MINEM), Ministerio del Ambiente (MINAM), Ministerio de Salud (MINSA), Ministerio de Agricultura y Riego (MINAGRI), Presidencia del Consejo de Ministros (PCM), Autoridad Nacional del Agua (ANA), Instituto Geológico Minero Metalúrgico (INGEMMET), Centro Nacional de Salud Ocupacional y Protección del Ambiente para la Salud (CENSOPAS), Ministerio de Vivienda, Construcción y Saneamiento, Organismo de Evaluación y Fiscalización Ambiental (OEFA)","Defensoría del Pueblo. empresa Xtrata Tintaya a los deudos de los fallecidos y heridos en el conflicto, así como la reorganización del Área de Relaciones Comunitarias de la misma. El 25 de julio en Ica declararon fundada comparecencia restringida para alcalde Oscar Mollohuanca",1377,29,29,97,130,1,1,"Comunidad Campesina de Vicho, distrito San Salvador, provincia Calca",extractivo_caso (no ChatGPT),pobladores provincia espinar demandan empresa minera glencore xstrata proyecto tintaya antapacay ampliar aportes desarrollo socioeconomico cerrar o reubicar presa relaves huinipampa asumir compromisos ambientales ante posibles impactos susceptibles generarse como consecuencia sus actividades zona
Caso_1381,Anexo Lutto Kututo de la comunidad campesina Lutto Kututo exige la paralización de la actividad minera informal realizada por la empresa Nazareno Rey y rechazan a toda actividad minera en la zona por resultar incompatibles con las actividades agrícolas y por el riesgo de afectar zona arqueológica,Sí,No,Sí,Provincia de Espinar,['Antapaccay'],['Antapaccay'],1,2012-11-30,2013-02-28,Caso_1381,ICA,SOCIOAMBIENTAL,Anexo Lutto Kututo de la comunidad campesina Lutto Kututo exige la paralización de la actividad minera informal realizada por la empresa Nazareno Rey y rechazan a toda actividad minera en la zona por resultar incompatibles con las actividades agrícolas y por el riesgo de afectar zona arqueológica,,"Federación Unificada de Campesinos de Espinar (FUCAE), Frente de Defensa de los Intereses de Espinar (FUDIE), comunidad campesina de Suero y Cama, comunidad campesina de Tintaya Marquiri, empresa Xstrata Tintaya","Municipalidad Provincial de Espinar, Ministerio de Energía y Minas (MINEM), Ministerio del Ambiente (MINAM), Ministerio de Salud (MINSA), Ministerio de Agricultura (MINAG), Presidencia del Consejo de Ministros (PCM), Autoridad Nacional del Agua(ANA), Instituto Geológico Minero Metalúrgico ( INGEMMET)",Defensoría del Pueblo,1381,2,2,105,108,1,1,"Anexo Lutto Kututo - Comunidad campesina Lutto Kututo, Distrito Llusco, Provincia de Chumbivilcas",extractivo_caso (no ChatGPT),anexo lutto kututo comunidad campesina lutto kututo exige paralizacion actividad minera informal realizada empresa nazareno rey rechazan toda actividad minera zona resultar incompatibles actividades agricolas riesgo afectar zona arqueologica
Caso_1364,"Pobladores y organizaciones de Sayapullo demandan la suspensión inmediata de los permisos, licencias y autorizaciones otorgadas sobre las concesiones que se encuentran en Sayapullo, por las implicancias ambientales de las mismas, y remediación de pasivos ambientales mineros dejados por la Cía.",Sí,No,No,"Distrito de Sayapullo, Provincia de Gran Chimú",['Atacocha'],['Nexa Resources'],1,2011-11-30,2012-08-31,Caso_1364,ICA,SOCIOAMBIENTAL,"Pobladores y organizaciones de Sayapullo demandan la suspensión inmediata de los permisos, licencias y autorizaciones otorgadas sobre las concesiones que se encuentran en Sayapullo, por las implicancias ambientales de las mismas, y remediación de pasivos ambientales mineros dejados por la Cía. Minera Sayapullo SA",,"Comité de Remediación Ambiental y Reinicio de Actividades Mineras de Sayapullo, Ministerio de Energía y Minas, Cía. Minera Sayapullo SA, Corporación Minera San Manuel S.A, Compañía Minera Milpo S.A.A., Rondas Campesinas de Cascas","Dirección Regional de Energía y Minas de la Libertad, Gerencia Regional de Recursos Naturales y Gestión Ambiental del Gobierno Regional de la Libertad, Autoridad Local del Agua de Chicama, Oficina de Fiscalización y Evaluación Ambiental del Ministerio del Ambiente, Dirección Ejecutiva de Salud Ambiental, Fiscalía Especializada en Materia Ambiental de La Libertad, Dirección General de Salud Ambiental del Ministerio de Salud. Ancash / Ica / La Libertad / Loreto / Piura: Un (1) conflicto laboral",Defensoría del Pueblo,1364,8,8,93,102,1,1,"Distrito de Sayapullo, Provincia de Gran Chimú",extractivo_caso (no ChatGPT),pobladores organizaciones sayapullo demandan suspension inmediata permisos licencias autorizaciones otorgadas sobre concesiones encuentran sayapullo implicancias ambientales mismas remediacion pasivos ambientales mineros dejados cia minera sayapullo sa
Caso_1390,"Pobladores y organizaciones del distrito de Sayapullo demandan la suspensión inmediata de los permisos, licencias y autorizaciones otorgadas sobre las concesiones localizadas en dicho distrito, debido a las implicancias ambientales de las mismas, asimismo, exigen la remediación de los pasivos ambientales mineros que habría generado la Compañía Minera Sayapullo S.A",Sí,No,No,"Distrito de Sayapullo, Provincia de Gran Chimú",['Atacocha'],['Nexa Resources'],1,2012-09-30,2012-11-30,Caso_1390,ICA,SOCIOAMBIENTAL,"Pobladores y organizaciones del distrito de Sayapullo demandan la suspensión inmediata de los permisos, licencias y autorizaciones otorgadas sobre las concesiones localizadas en dicho distrito, debido a las implicancias ambientales de las mismas, asimismo, exigen la remediación de los pasivos ambientales mineros que habría generado la Compañía Minera Sayapullo S.A",,"Comité de Remediación Ambiental y Reinicio de Actividades Mineras de Sayapullo, Ministerio de Energía y Minas, Cía. Minera Sayapullo SA, Corporación Minera San Manuel S.A, Compañía Minera Milpo S.A.A., Rondas Campesinas de Cascas","Dirección Regional de Energía y Minas de la Libertad, Gerencia Regional de Recursos Naturales y Gestión Ambiental del Gobierno Regional de la Libertad, Autoridad Local del Agua de Chicama, Oficina de Fiscalización y Evaluación Ambiental del Ministerio del Ambiente, Dirección Ejecutiva de Salud Ambiental, Fiscalía Especializada en Materia Ambiental de La Libertad, Dirección General de Salud Ambiental del Ministerio de Salud",Defensoría del Pueblo,1390,3,3,103,105,1,1,"Distrito de Sayapullo, Provincia de Gran Chimú",extractivo_caso (no ChatGPT),pobladores organizaciones distrito sayapullo demandan suspension inmediata permisos licencias autorizaciones otorgadas sobre concesiones localizadas dicho distrito debido implicancias ambientales mismas asimismo exigen remediacion pasivos ambientales mineros habria generado compania minera sayapullo s
Caso_1469,"La comunidad campesina de Chavín señala el incumplimiento de acuerdos y compromisos establecidos en convenio marco (2005) y sus posteriores adendas, por parte de la compañía minera Milpo, actualmente Nexa Resources, a cargo de la explotación del proyecto minero Cerro Lindo, vinculadas a materia de salud, educación, trabajo, medio ambiente y desarrollo comunal.",Sí,No,No,"Distrito de Chavín, Provincia de Chincha, Departamento de Ica",['Atacocha'],['Nexa Resources'],1,2020-01-31,2021-02-28,Caso_1469,ICA,SOCIOAMBIENTAL,"La comunidad campesina de Chavín señala el incumplimiento de acuerdos y compromisos establecidos en convenio marco (2005) y sus posteriores adendas, por parte de la compañía minera Milpo, actualmente Nexa Resources, a cargo de la explotación del proyecto minero Cerro Lindo, vinculadas a materia de salud, educación, trabajo, medio ambiente y desarrollo comunal. La comunidad exige una minería responsable social y ambientalmente, y que contribuya al desarrollo comunitario. Se solicita la elaboración y firma de un nuevo convenio marco",,"Comunidad campesina de Chavín, Comité de lucha de la comunidad campesina, Asociación del Valle de Tapara, empresa minera Nexa Resources","Gobierno Regional de Ica, Municipalidad Provincial de Chincha, Municipalidad Distrital de Chavín, Subprefectura de Chavín, Subprefectura de Grocio Prado, Ministerio de Energía y Minas (MINEM), Ministerio del Interior (MININTER), Policía Nacional del Perú",Defensoría del Pueblo,1469,14,14,191,204,1,1,"Distrito de Chavín, Provincia de Chincha, Departamento de Ica",extractivo_caso (no ChatGPT),comunidad campesina chavin senala incumplimiento acuerdos compromisos establecidos convenio marco 2005 sus posteriores adendas parte compania minera milpo actualmente nexa resources cargo explotacion proyecto minero cerro lindo vinculadas materia salud educacion trabajo medio ambiente desarrollo comunal comunidad exige mineria responsable social ambientalmente contribuya desarrollo comunitario solicita elaboracion firma nuevo convenio marco
Caso_1380,"El Pueblo de Hualgayoc demanda el cumplimiento de compromisos que la Empresa Minera Gold Fields – La Cima S.A.A. (Proyecto Minero Cerro Corona) asumió respecto al abastecimiento de agua, energía eléctrica, rajaduras en viviendas producto de las actividades mineras desarrolladas en la zona",Sí,No,No,Distrito de Hualgayoc,['Cerro Corona'],['Gold Fields'],1,2012-05-31,2014-07-31,Caso_1380,ICA,SOCIOAMBIENTAL,"El Pueblo de Hualgayoc demanda el cumplimiento de compromisos que la Empresa Minera Gold Fields – La Cima S.A.A. (Proyecto Minero Cerro Corona) asumió respecto al abastecimiento de agua, energía eléctrica, rajaduras en viviendas producto de las actividades mineras desarrolladas en la zona","competente, (iii) Mantendrá el control de las cargas explosivas para que las vibraciones se desarrollen de acuerdo a los estándares nacionales e internacionales; (iv) Conformar una Comisión Técnica Multisectorial integrada por las entidades del Estado y presidida por el alcalde distrital de Hualgayoc y con asesoramiento del Centro Nacional de Estimación de Riesgo de Desastre – PCM, con la finalidad de buscar una solución técnica al problema de riesgo. Dicha Comisión será constituida el 14 de noviembre de 2012; y (v) El Frente de Defensa de Hualgayoc participará en todas las reuniones que se desarrollen","Municipalidad Distrital de Hualgayoc, Empresa Minera Gold Fields–La Cima S.A.A. - Proyecto Cerro Corona, Rondas Campesinas, Mesa de Diálogo de Hualgayoc, Frente Único de los Interés del Pueblo de Hualgayoc, Frente de Defensa de los Intereses de Hualgayoc","Gobernación y Asociación de Trabajadores del Pueblo de Hualgayoc, Gobierno Regional de Cajamarca, Ministerio de Vivienda, Construcción y Saneamiento, Servicio Nacional de Capacitación para la Industria de la Construcción, OSINERGMIN, Instituto Geológico Minero Metalúrgico - INGEMMET, Autoridad Nacional del Agua - ANA","Oficina Nacional de Diálogo y Sostenibilidad de la Presidencia de Consejo de Ministros, Defensoría del Pueblo. problemática de las casas rajadas. Entre ellos participaron representantes de la Municipalidad Distrital de Hualgayoc, Presidencia del Consejo de Ministros, la empresa minera Gold Fields y el Comité del Frente de Defensa de Intereses de Hualgayoc donde se acordó iniciar con los trabajos de reconstrucción y reparación de viviendas desde el 24 de febrero, iniciando con la casa de la señora Juana Montoya, para luego continuar con 9 casas consideradas en alto riesgo. Esta calificación se realizó en base al diagnóstico situacional de las viviendas realizado anteriormente. También señaló que existe el compromiso de la Municipalidad Distrital de Hualgayoc de implementar una oficina donde se reciba consultas o inquietudes de la población sobre el avance de estos acuerdos. De la misma forma la ONDS dio a conocer que la empresa minera Gold Fields asumió el compromiso de asignar los fondos necesarios para la construcción y/o reparación de las viviendas del distrito de Hualgayoc. Así mismo, informó que las viviendas que no están consideradas en alto riesgo serán atendidas por el Ministerio de Vivienda Construcción y Saneamiento y que un equipo de ingenieros continuará realizando labores de diagnóstico para identificar el 100% de viviendas dañadas",1380,26,26,99,125,1,1,Distrito de Hualgayoc. Provincia de Hualgayoc,extractivo_caso (no ChatGPT),pueblo hualgayoc demanda cumplimiento compromisos empresa minera gold fields cima s proyecto minero cerro corona asumio respecto abastecimiento agua energia electrica rajaduras viviendas producto actividades mineras desarrolladas zona
Caso_1456,"La población de Hualgayoc demanda el cumplimiento de los compromisos que la empresa minera Gold Fields – La Cima S.A.A. (Proyecto Minero Cerro Corona) asumió respecto al abastecimiento de agua y energía eléctrica, y la reparación de rajaduras en las viviendas producidas por las actividades mineras desarrolladas en la zona",Sí,No,No,Distrito y provincia de Hualgayoc,['Cerro Corona'],['Gold Fields'],1,2014-09-30,2014-12-31,Caso_1456,ICA,SOCIOAMBIENTAL,"La población de Hualgayoc demanda el cumplimiento de los compromisos que la empresa minera Gold Fields – La Cima S.A.A. (Proyecto Minero Cerro Corona) asumió respecto al abastecimiento de agua y energía eléctrica, y la reparación de rajaduras en las viviendas producidas por las actividades mineras desarrolladas en la zona",Nacional del Agua (ANA),"Municipalidad Distrital de Hualgayoc, Empresa Minera Gold Fields – La Cima S.A.A. (Proyecto Cerro Corona), rondas campesinas, Mesa de Diálogo de Hualgayoc, Frente Único de los Interés del Pueblo de Hualgayoc, Frente de Defensa de los Intereses de Hualgayoc","Gobernación de Hualgayoc, Asociación de Trabajadores del Pueblo de Hualgayoc, Gobierno Regional de Cajamarca, Ministerio de Vivienda, Construcción y Saneamiento, Servicio Nacional de Capacitación para la Industria de la Construcción, Organismo Supervisor de la Inversión en Minería y Energía (OSINERGMIN), Instituto Geológico Minero Metalúrgico (INGEMMET),","Oficina Nacional de Diálogo y Sostenibilidad de la Presidencia de Consejo de Ministros (ONDS-PCM), Defensoría del Pueblo",1456,4,4,127,130,1,1,Distrito y provincia de Hualgayoc,extractivo_caso (no ChatGPT),poblacion hualgayoc demanda cumplimiento compromisos empresa minera gold fields cima s proyecto minero cerro corona asumio respecto abastecimiento agua energia electrica reparacion rajaduras viviendas producidas actividades mineras desarrolladas zona
Caso_1394,"El centro poblado de Tambulla reclama que hasta el año pasado la operadora inicial de este proyecto minero era la Minera Antares Perú SAC, que ha transferido esta concesión a First Quantum – según manifiestan las autoridades comunales - sin consulta ni información previa a las comunidades ubicadas en la zona de influencia minera.",Sí,No,Sí,Distrito Coyllurqui,"['Las Bambas', 'Antapaccay']","['Las Bambas', 'Antapaccay']",1,2013-01-31,2013-01-31,Caso_1394,ICA,SOCIOAMBIENTAL,"El centro poblado de Tambulla reclama que hasta el año pasado la operadora inicial de este proyecto minero era la Minera Antares Perú SAC, que ha transferido esta concesión a First Quantum – según manifiestan las autoridades comunales - sin consulta ni información previa a las comunidades ubicadas en la zona de influencia minera. Tambulla demanda más beneficios hacia la empresa First Quantum por encontrarse en la zona de influencia directa",,"Empresa minera Xstrata Las Bambas, Comunidad Campesina Huancuire, Comunidad Campesina de Pamputa, Asociación de mineros artesanales (informales e ilegales) provenientes de Grau, Nazca, Puno",Ministerio de Energía y Minas (MINEM),,1394,1,1,107,107,1,1,"Comunidad Campesina de Huancuire, distrito Coyllurqui, provincia Cotabambas",extractivo_caso (no ChatGPT),centro poblado tambulla reclama hasta ano pasado operadora inicial este proyecto minero era minera antares peru sac ha transferido esta concesion first quantum segun manifiestan autoridades comunales sin consulta ni informacion previa comunidades ubicadas zona influencia minera tambulla demanda mas beneficios hacia empresa first quantum encontrarse zona influencia directa
Caso_1423,"El Frente de Defensa de los Intereses de Tambobamba, capital de la provincia de Cotabambas, convocó a un paro provincial indefinido con la finalidad de exigir al Gobierno Regional mayores recursos para la ejecución de obras de envergadura en la provincia.",Sí,No,No,,['Las Bambas'],['Las Bambas'],1,2013-09-30,2013-09-30,Caso_1423,ICA,GOBIERNO REGIONAL,"El Frente de Defensa de los Intereses de Tambobamba, capital de la provincia de Cotabambas, convocó a un paro provincial indefinido con la finalidad de exigir al Gobierno Regional mayores recursos para la ejecución de obras de envergadura en la provincia. Entre sus principales demandas están la creación de la unidad ejecutora sub regional, la creación de la unidad ejecutora de salud, la construcción de nueva infraestructura para el Hospital de Tambobamba, entre otras. El 30 de septiembre el alcalde provincial señaló que se aprobaron los expedientes para los proyectos que solicitó la municipalidad. Mencionó que la Mesa de trabajo para el desarrollo de la provincia de Cotabambas no ha sido efectivo, debido que los sectores no han cooperado (menos la electrificación por parte del MINEM). La última reunión tuvo lugar en julio y la mesa ha concluido en esa fecha. Respecto a la aprobación del DS 235-2013-EF señaló que ha sido parte de los acuerdos de la mesa y que los mayores beneficiarios son Challhuahuacho y Mara. El alcalde está a la expectativa de la aprobación de un segundo paquete de proyectos para octubre del año en curso. Antes, el 19 de septiembre, mediante el D.S. 235-2013-EF, se aprobó la operación de endeudamiento interno (con la emisión interna de bonos) por S/. 47 380 341,60 destinada a financiar proyectos de mejora de Instituciones Educativas y la mejora y ampliación de sistemas de agua y saneamiento en la provincia de Cotabambas. Las unidades ejecutoras serán la Municipalidad Provincial de Cotabambas y la Municipalidad Distrital de Challhuahuacho en calidad de Unidad Implementadora",,,,,1423,1,1,115,115,0,0,,extractivo_caso (no ChatGPT),frente defensa intereses tambobamba capital provincia cotabambas convoco paro provincial indefinido finalidad exigir gobierno regional mayores recursos para ejecucion obras envergadura provincia entre sus principales demandas estan creacion unidad ejecutora sub regional creacion unidad ejecutora salud construccion nueva infraestructura para hospital tambobamba entre otras 30 septiembre alcalde provincial senalo aprobaron expedientes para proyectos solicito municipalidad menciono mesa trabajo para desarrollo provincia cotabambas no ha sido efectivo debido sectores no han cooperado menos electrificacion parte minem ultima reunion tuvo lugar julio mesa ha concluido esa fecha respecto aprobacion ds 235 2013 ef senalo ha sido parte acuerdos mesa mayores beneficiarios son challhuahuacho mara alcalde esta expectativa aprobacion segundo paquete proyectos para octubre ano curso antes 19 septiembre mediante d s 235 2013 ef aprobo operacion endeudamiento interno emision interna bonos s 47 380 341 60 destinada financiar proyectos mejora instituciones educativas mejora ampliacion sistemas agua saneamiento provincia cotabambas unidades ejecutoras seran municipalidad provincial cotabambas municipalidad distrital challhuahuacho calidad unidad implementadora
